id;scene;friendly_name;location;type;x;y;renderscene;rendertype;context;room;game
0x02304;GROTTOS;Grass 3;OOT Hyrule Field Grotto Open Grass 3;grass;717;195;OOT_GROTTO_HYRULE_OPEN;grass;All;0;oot
0x02305;GROTTOS;Grass 4;OOT Hyrule Field Grotto Open Grass 4;grass;660;320;OOT_GROTTO_HYRULE_OPEN;grass;All;0;oot
0x02307;GROTTOS;Hive 1;OOT Hyrule Field Grotto Open Hive 1;hive;551;157;OOT_GROTTO_HYRULE_OPEN;hive;All;0;oot
0x02308;GROTTOS;Hive 2;OOT Hyrule Field Grotto Open Hive 2;hive;741;104;OOT_GROTTO_HYRULE_OPEN;hive;All;0;oot
0x02306;GROTTOS;Butterfly 1;OOT Hyrule Field Grotto Open Butterfly 1;butterfly;651;645;OOT_GROTTO_HYRULE_OPEN;butterfly;All;0;oot
0x12306;GROTTOS;Butterfly 2;OOT Hyrule Field Grotto Open Butterfly 2;butterfly;617;632;OOT_GROTTO_HYRULE_OPEN;butterfly;All;0;oot
0x22306;GROTTOS;Butterfly 3;OOT Hyrule Field Grotto Open Butterfly 3;butterfly;637;631;OOT_GROTTO_HYRULE_OPEN;butterfly;All;0;oot
0x00;GROTTOS;Chest;OOT Hyrule Field Grotto Market;chest;684;177;OOT_GROTTO_HYRULE_MARKET;chest;All;0;oot
0x02002;GROTTOS;Grass 1;OOT Hyrule Field Grotto Market Grass 1;grass;669;158;OOT_GROTTO_HYRULE_MARKET;grass;All;0;oot
0x02003;GROTTOS;Grass 2;OOT Hyrule Field Grotto Market Grass 2;grass;658;192;OOT_GROTTO_HYRULE_MARKET;grass;All;0;oot
0x02004;GROTTOS;Grass 3;OOT Hyrule Field Grotto Market Grass 3;grass;717;195;OOT_GROTTO_HYRULE_MARKET;grass;All;0;oot
0x02005;GROTTOS;Grass 4;OOT Hyrule Field Grotto Market Grass 4;grass;660;320;OOT_GROTTO_HYRULE_MARKET;grass;All;0;oot
0x02007;GROTTOS;Hive 1;OOT Hyrule Field Grotto Market Hive 1;hive;551;157;OOT_GROTTO_HYRULE_MARKET;hive;All;0;oot
0x02008;GROTTOS;Hive 2;OOT Hyrule Field Grotto Market Hive 2;hive;741;104;OOT_GROTTO_HYRULE_MARKET;hive;All;0;oot
0x02006;GROTTOS;Butterfly 1;OOT Hyrule Field Grotto Market Butterfly 1;butterfly;651;645;OOT_GROTTO_HYRULE_MARKET;butterfly;All;0;oot
0x12006;GROTTOS;Butterfly 2;OOT Hyrule Field Grotto Market Butterfly 2;butterfly;617;632;OOT_GROTTO_HYRULE_MARKET;butterfly;All;0;oot
0x22006;GROTTOS;Butterfly 3;OOT Hyrule Field Grotto Market Butterfly 3;butterfly;637;631;OOT_GROTTO_HYRULE_MARKET;butterfly;All;0;oot
0x01;GROTTOS;Heart Piece;OOT Hyrule Field Grotto Tektite HP;collectible;723;253;OOT_GROTTO_HYRULE_TEKTITE;collectible;All;0;oot
0x59;GROTTOS;Web;OOT Hyrule Field Grotto Near Kakariko GS;gs;802;162;OOT_GROTTO_HYRULE_KAKARIKO;gs;All;0;oot
0x58;GROTTOS;Web;OOT Hyrule Field Grotto Near Gerudo GS;gs;160;690;OOT_GROTTO_HYRULE_GERUDO;gs;All;0;oot
0x00402;GROTTOS;Grass 1;OOT Hyrule Field Grotto Near Gerudo Grass 1;grass;387;620;OOT_GROTTO_HYRULE_GERUDO;grass;All;0;oot
0x00403;GROTTOS;Grass 2;OOT Hyrule Field Grotto Near Gerudo Grass 2;grass;469;630;OOT_GROTTO_HYRULE_GERUDO;grass;All;0;oot
0x0405;GROTTOS;Pot 1;OOT Hyrule Field Cow Grotto Pot 1;pot;493;632;OOT_GROTTO_HYRULE_GERUDO;pot;All;0;oot
0x0407;GROTTOS;Pot 2;OOT Hyrule Field Cow Grotto Pot 2;pot;476;603;OOT_GROTTO_HYRULE_GERUDO;pot;All;0;oot
0x79;GROTTOS;Web;OOT Hyrule Castle GS Grotto;gs;520;715;OOT_GROTTO_CASTLE_STORMS;gs;All;0;oot
0x0806;GROTTOS;Pot 1;OOT Hyrule Castle Grotto Pot 1;pot;708;422;OOT_GROTTO_CASTLE_STORMS;pot;All;0;oot
0x0807;GROTTOS;Pot 2;OOT Hyrule Castle Grotto Pot 2;pot;720;345;OOT_GROTTO_CASTLE_STORMS;pot;All;0;oot
0x0809;GROTTOS;Pot 3;OOT Hyrule Castle Grotto Pot 3;pot;659;381;OOT_GROTTO_CASTLE_STORMS;pot;All;0;oot
0x080b;GROTTOS;Pot 4;OOT Hyrule Castle Grotto Pot 4;pot;658;312;OOT_GROTTO_CASTLE_STORMS;pot;All;0;oot
0x17;GROTTOS;Front;OOT Gerudo Valley Grotto Front Scrub;scrub;714;302;OOT_GROTTO_VALLEY_STORMS;scrub;All;0;oot
0x18;GROTTOS;Back;OOT Gerudo Valley Grotto Back Scrub;scrub;649;207;OOT_GROTTO_VALLEY_STORMS;scrub;All;0;oot
0x02502;GROTTOS;Hive;OOT Gerudo Valley Grotto Hive;hive;551;157;OOT_GROTTO_VALLEY_STORMS;hive;All;0;oot
0x00501;GROTTOS;Rupee 1;OOT Gerudo Valley Octorok Grotto Rupee 1;rupee;640;305;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x00502;GROTTOS;Rupee 2;OOT Gerudo Valley Octorok Grotto Rupee 2;rupee;704;257;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x00503;GROTTOS;Rupee 3;OOT Gerudo Valley Octorok Grotto Rupee 3;rupee;723;325;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x00504;GROTTOS;Rupee 4;OOT Gerudo Valley Octorok Grotto Rupee 4;rupee;623;354;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x00505;GROTTOS;Rupee 5;OOT Gerudo Valley Octorok Grotto Rupee 5;rupee;749;357;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x00506;GROTTOS;Rupee 6;OOT Gerudo Valley Octorok Grotto Rupee 6;rupee;644;236;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x00507;GROTTOS;Rupee 7;OOT Gerudo Valley Octorok Grotto Rupee 7;rupee;744;246;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x00508;GROTTOS;Rupee 8;OOT Gerudo Valley Octorok Grotto Rupee 8;rupee;687;287;OOT_GROTTO_VALLEY_OCTOROK;rupee;All;0;oot
0x19;GROTTOS;Front;OOT Desert Colossus Grotto Front Scrub;scrub;714;302;OOT_GROTTO_DESERT_SCRUBS;scrub;All;0;oot
0x1a;GROTTOS;Back;OOT Desert Colossus Grotto Back Scrub;scrub;649;207;OOT_GROTTO_DESERT_SCRUBS;scrub;All;0;oot
0x02602;GROTTOS;Hive;OOT Desert Colossus Grotto Hive;hive;551;157;OOT_GROTTO_DESERT_SCRUBS;hive;All;0;oot
POE_COLLECTOR;GUARD_HOUSE;Bottle;OOT Market Pot House Big Poes;npc;139;533;GUARD_HOUSE;npc;Adult;0;oot
0x7b;GUARD_HOUSE;Crate;OOT Market Pot House GS;gs;195;426;GUARD_HOUSE;gs;Child;0;oot
0x0008;GUARD_HOUSE;Child - Ground 1;OOT Market Pot House Child Pot Ground 1;pot;521;545;GUARD_HOUSE;pot;Child;0;oot
0x0009;GUARD_HOUSE;Child - Ground 2;OOT Market Pot House Child Pot Ground 2;pot;367;431;GUARD_HOUSE;pot;Child;0;oot
0x000a;GUARD_HOUSE;Child - Ground 3;OOT Market Pot House Child Pot Ground 3;pot;584;433;GUARD_HOUSE;pot;Child;0;oot
0x000b;GUARD_HOUSE;Child - Ground 4;OOT Market Pot House Child Pot Ground 4;pot;389;602;GUARD_HOUSE;pot;Child;0;oot
0x000c;GUARD_HOUSE;Child - Ground 5;OOT Market Pot House Child Pot Ground 5;pot;321;578;GUARD_HOUSE;pot;Child;0;oot
0x000d;GUARD_HOUSE;Child - Ground 6;OOT Market Pot House Child Pot Ground 6;pot;615;341;GUARD_HOUSE;pot;Child;0;oot
0x000e;GUARD_HOUSE;Child - Ground 7;OOT Market Pot House Child Pot Ground 7;pot;728;341;GUARD_HOUSE;pot;Child;0;oot
0x000f;GUARD_HOUSE;Child - Ground 8;OOT Market Pot House Child Pot Ground 8;pot;486;602;GUARD_HOUSE;pot;Child;0;oot
0x0010;GUARD_HOUSE;Child - Ground 9;OOT Market Pot House Child Pot Ground 9;pot;421;347;GUARD_HOUSE;pot;Child;0;oot
0x0011;GUARD_HOUSE;Child - Ground 10;OOT Market Pot House Child Pot Ground 10;pot;521;348;GUARD_HOUSE;pot;Child;0;oot
0x0012;GUARD_HOUSE;Child - Ground 11;OOT Market Pot House Child Pot Ground 11;pot;462;543;GUARD_HOUSE;pot;Child;0;oot
0x0013;GUARD_HOUSE;Child - Ground 12;OOT Market Pot House Child Pot Ground 12;pot;222;340;GUARD_HOUSE;pot;Child;0;oot
0x0014;GUARD_HOUSE;Child - Ground 13;OOT Market Pot House Child Pot Ground 13;pot;334;340;GUARD_HOUSE;pot;Child;0;oot
0x0015;GUARD_HOUSE;Child - Ground 14;OOT Market Pot House Child Pot Ground 14;pot;467;451;GUARD_HOUSE;pot;Child;0;oot
0x0016;GUARD_HOUSE;Child - Ground 15;OOT Market Pot House Child Pot Ground 15;pot;524;469;GUARD_HOUSE;pot;Child;0;oot
0x0017;GUARD_HOUSE;Child - Ground 16;OOT Market Pot House Child Pot Ground 16;pot;417;455;GUARD_HOUSE;pot;Child;0;oot
0x0018;GUARD_HOUSE;Child - Ground 17;OOT Market Pot House Child Pot Ground 17;pot;360;462;GUARD_HOUSE;pot;Child;0;oot
0x0019;GUARD_HOUSE;Child - Ground 18;OOT Market Pot House Child Pot Ground 18;pot;317;453;GUARD_HOUSE;pot;Child;0;oot
0x001a;GUARD_HOUSE;Child - Ground 19;OOT Market Pot House Child Pot Ground 19;pot;525;580;GUARD_HOUSE;pot;Child;0;oot
0x001b;GUARD_HOUSE;Child - Ground 20;OOT Market Pot House Child Pot Ground 20;pot;280;340;GUARD_HOUSE;pot;Child;0;oot
0x001c;GUARD_HOUSE;Child - Ground 21;OOT Market Pot House Child Pot Ground 21;pot;371;445;GUARD_HOUSE;pot;Child;0;oot
0x001d;GUARD_HOUSE;Child - Ground 22;OOT Market Pot House Child Pot Ground 22;pot;337;552;GUARD_HOUSE;pot;Child;0;oot
0x001e;GUARD_HOUSE;Child - Ground 23;OOT Market Pot House Child Pot Ground 23;pot;473;347;GUARD_HOUSE;pot;Child;0;oot
0x001f;GUARD_HOUSE;Child - Ground 24;OOT Market Pot House Child Pot Ground 24;pot;400;573;GUARD_HOUSE;pot;Child;0;oot
0x0020;GUARD_HOUSE;Child - Ground 25;OOT Market Pot House Child Pot Ground 25;pot;670;342;GUARD_HOUSE;pot;Child;0;oot
0x0021;GUARD_HOUSE;Child - Ground 26;OOT Market Pot House Child Pot Ground 26;pot;764;432;GUARD_HOUSE;pot;Child;0;oot
0x0022;GUARD_HOUSE;Child - Ground 27;OOT Market Pot House Child Pot Ground 27;pot;648;453;GUARD_HOUSE;pot;Child;0;oot
0x0023;GUARD_HOUSE;Child - Ground 28;OOT Market Pot House Child Pot Ground 28;pot;415;432;GUARD_HOUSE;pot;Child;0;oot
0x0024;GUARD_HOUSE;Child - Ground 29;OOT Market Pot House Child Pot Ground 29;pot;674;433;GUARD_HOUSE;pot;Child;0;oot
0x0025;GUARD_HOUSE;Child - Ground 30;OOT Market Pot House Child Pot Ground 30;pot;581;468;GUARD_HOUSE;pot;Child;0;oot
0x0026;GUARD_HOUSE;Child - Ground 31;OOT Market Pot House Child Pot Ground 31;pot;535;435;GUARD_HOUSE;pot;Child;0;oot
0x0028;GUARD_HOUSE;Child - Ground 32;OOT Market Pot House Child Pot Ground 32;pot;458;431;GUARD_HOUSE;pot;Child;0;oot
0x002a;GUARD_HOUSE;Child - Ground 33;OOT Market Pot House Child Pot Ground 33;pot;631;429;GUARD_HOUSE;pot;Child;0;oot
0x002b;GUARD_HOUSE;Child - Above 1;OOT Market Pot House Child Pot Ground 34;pot;374;238;GUARD_HOUSE;pot;Child;0;oot
0x002c;GUARD_HOUSE;Child - Ground 35;OOT Market Pot House Child Pot Ground 35;pot;472;418;GUARD_HOUSE;pot;Child;0;oot
0x002d;GUARD_HOUSE;Child - Ground 36;OOT Market Pot House Child Pot Ground 36;pot;511;451;GUARD_HOUSE;pot;Child;0;oot
0x002e;GUARD_HOUSE;Child - Ground 37;OOT Market Pot House Child Pot Ground 37;pot;436;335;GUARD_HOUSE;pot;Child;0;oot
0x002f;GUARD_HOUSE;Child - Ground 38;OOT Market Pot House Child Pot Ground 38;pot;515;422;GUARD_HOUSE;pot;Child;0;oot
0x0030;GUARD_HOUSE;Child - Ground 39;OOT Market Pot House Child Pot Ground 39;pot;489;334;GUARD_HOUSE;pot;Child;0;oot
0x0031;GUARD_HOUSE;Child - Ground 40;OOT Market Pot House Child Pot Ground 40;pot;465;472;GUARD_HOUSE;pot;Child;0;oot
0x0032;GUARD_HOUSE;Child - Ground 41;OOT Market Pot House Child Pot Ground 41;pot;396;550;GUARD_HOUSE;pot;Child;0;oot
0x0033;GUARD_HOUSE;Child - Ground 42;OOT Market Pot House Child Pot Ground 42;pot;462;569;GUARD_HOUSE;pot;Child;0;oot
0x0027;GUARD_HOUSE;Child - Ground 34;OOT Market Pot House Child Pot Above 1;pot;599;451;GUARD_HOUSE;pot;Child;0;oot
0x0029;GUARD_HOUSE;Child - Above 2;OOT Market Pot House Child Pot Above 2;pot;578;236;GUARD_HOUSE;pot;Child;0;oot
0x8001;GUARD_HOUSE;Adult - Ground 1;OOT Market Pot House Adult Pot 1;pot;234;425;GUARD_HOUSE;pot;Adult;0;oot
0x8002;GUARD_HOUSE;Adult - Ground 2;OOT Market Pot House Adult Pot 2;pot;651;431;GUARD_HOUSE;pot;Adult;0;oot
0x8003;GUARD_HOUSE;Adult - Ground 3;OOT Market Pot House Adult Pot 3;pot;753;438;GUARD_HOUSE;pot;Adult;0;oot
0x8004;GUARD_HOUSE;Adult - Ground 4;OOT Market Pot House Adult Pot 4;pot;228;342;GUARD_HOUSE;pot;Adult;0;oot
0x8005;GUARD_HOUSE;Adult - Ground 5;OOT Market Pot House Adult Pot 5;pot;331;342;GUARD_HOUSE;pot;Adult;0;oot
0x8006;GUARD_HOUSE;Adult - Ground 6;OOT Market Pot House Adult Pot 6;pot;721;342;GUARD_HOUSE;pot;Adult;0;oot
0x8007;GUARD_HOUSE;Adult - Ground 7;OOT Market Pot House Adult Pot 7;pot;505;428;GUARD_HOUSE;pot;Adult;0;oot
0x8008;GUARD_HOUSE;Adult - Ground 8;OOT Market Pot House Adult Pot 8;pot;197;449;GUARD_HOUSE;pot;Adult;0;oot
0x8009;GUARD_HOUSE;Adult - Ground 9;OOT Market Pot House Adult Pot 9;pot;263;449;GUARD_HOUSE;pot;Adult;0;oot
0x800a;GUARD_HOUSE;Adult - Ground 10;OOT Market Pot House Adult Pot 10;pot;480;453;GUARD_HOUSE;pot;Adult;0;oot
0x800b;GUARD_HOUSE;Adult - Ground 11;OOT Market Pot House Adult Pot 11;pot;445;430;GUARD_HOUSE;pot;Adult;0;oot
0x00003;GUARD_HOUSE;Crate 1;OOT Market Pot House Crate 1;crate;870;582;GUARD_HOUSE;crate;Child;0;oot
0x00004;GUARD_HOUSE;Crate 2;OOT Market Pot House Crate 2;crate;782;582;GUARD_HOUSE;crate;Child;0;oot
0x00005;GUARD_HOUSE;Crate 3;OOT Market Pot House Crate 3;crate;694;582;GUARD_HOUSE;crate;Child;0;oot
0x00006;GUARD_HOUSE;Crate 4;OOT Market Pot House Crate 4;crate;171;461;GUARD_HOUSE;crate;Child;0;oot
0x00;HAUNTED_WASTELAND;Stele;OOT Haunted Wasteland Chest;chest;199;225;HAUNTED_WASTELAND;chest;All;0;oot
0xb1;HAUNTED_WASTELAND;Stele;OOT Haunted Wasteland GS;gs;169;208;HAUNTED_WASTELAND;gs;All;0;oot
0x0000;HAUNTED_WASTELAND;Pot 1;OOT Haunted Wasteland Pot 1;pot;190;200;HAUNTED_WASTELAND;pot;All;0;oot
0x0001;HAUNTED_WASTELAND;Pot 2;OOT Haunted Wasteland Pot 2;pot;196;203;HAUNTED_WASTELAND;pot;All;0;oot
0x0002;HAUNTED_WASTELAND;Pot 3;OOT Haunted Wasteland Pot 3;pot;171;229;HAUNTED_WASTELAND;pot;All;0;oot
0x0003;HAUNTED_WASTELAND;Pot 4;OOT Haunted Wasteland Pot 4;pot;177;232;HAUNTED_WASTELAND;pot;All;0;oot
0x00125;HAUNTED_WASTELAND;Entrance;OOT Haunted Wasteland Crate Entrance;crate;866;211;HAUNTED_WASTELAND;crate;All;0;oot
0x00122;HAUNTED_WASTELAND;After Pit 1;OOT Haunted Wasteland Crate After Pit 1;crate;794;255;HAUNTED_WASTELAND;crate;All;0;oot
0x00123;HAUNTED_WASTELAND;After Pit 2;OOT Haunted Wasteland Crate After Pit 2;crate;806;275;HAUNTED_WASTELAND;crate;All;0;oot
0x00124;HAUNTED_WASTELAND;After Pit 3;OOT Haunted Wasteland Crate After Pit 3;crate;785;236;HAUNTED_WASTELAND;crate;All;0;oot
0x00121;HAUNTED_WASTELAND;Poe Chase;OOT Haunted Wasteland Crate Deep;crate;159;520;HAUNTED_WASTELAND;crate;All;0;oot
CARPET_MERCHANT;HAUNTED_WASTELAND;Carpet Merchant;OOT Haunted Wasteland Carpet Merchant;npc;800;471;HAUNTED_WASTELAND;npc;All;0;oot
GS_10;HOUSE_OF_SKULLTULA;10 Tokens;OOT Skulltula House 10 Tokens;npc;657;431;HOUSE_OF_SKULLTULA;npc;All;0;oot
GS_20;HOUSE_OF_SKULLTULA;20 Tokens;OOT Skulltula House 20 Tokens;npc;287;434;HOUSE_OF_SKULLTULA;npc;All;0;oot
GS_30;HOUSE_OF_SKULLTULA;30 Tokens;OOT Skulltula House 30 Tokens;npc;469;126;HOUSE_OF_SKULLTULA;npc;All;0;oot
GS_40;HOUSE_OF_SKULLTULA;40 Tokens;OOT Skulltula House 40 Tokens;npc;290;222;HOUSE_OF_SKULLTULA;npc;All;0;oot
GS_50;HOUSE_OF_SKULLTULA;50 Tokens;OOT Skulltula House 50 Tokens;npc;650;219;HOUSE_OF_SKULLTULA;npc;All;0;oot
WEIRD_EGG;GROTTOS;Hatch - Chicken;OOT Hatch Chicken;npc;138;210;HYRULE_CASTLE;npc;All;0;oot
MALON_EGG;HYRULE_CASTLE;Malon Egg;OOT Malon Egg;npc;131;243;HYRULE_CASTLE;npc;All;0;oot
0x7a;HYRULE_CASTLE;Tree;OOT Hyrule Castle GS Tree;gs;218;223;HYRULE_CASTLE;gs;All;0;oot
0x0008;HYRULE_CASTLE;Pot 1;OOT Hyrule Castle Pot 1;pot;173;435;HYRULE_CASTLE;pot;All;0;oot
0x0009;HYRULE_CASTLE;Pot 2;OOT Hyrule Castle Pot 2;pot;160;435;HYRULE_CASTLE;pot;All;0;oot
0x0002e;HYRULE_CASTLE;Grass 1;OOT Hyrule Castle Grass 1;grass;600;350;HYRULE_CASTLE;grass;All;0;oot
0x0002f;HYRULE_CASTLE;Grass 2;OOT Hyrule Castle Grass 2;grass;610;362;HYRULE_CASTLE;grass;All;0;oot
0x0000c;HYRULE_CASTLE;Torch 1;OOT Hyrule Castle Wonder Item Torch 1;wonder;672;146;HYRULE_CASTLE;wonder;All;0;oot
0x0000d;HYRULE_CASTLE;Torch 2;OOT Hyrule Castle Wonder Item Torch 2;wonder;659;91;HYRULE_CASTLE;wonder;All;0;oot
0x00020;HYRULE_CASTLE;Moat 1;OOT Hyrule Castle Wonder Item Moat 01;wonder;615;70;HYRULE_CASTLE;wonder;All;0;oot
0x00021;HYRULE_CASTLE;Moat 2;OOT Hyrule Castle Wonder Item Moat 02;wonder;614;109;HYRULE_CASTLE;wonder;All;0;oot
0x00022;HYRULE_CASTLE;Moat 3;OOT Hyrule Castle Wonder Item Moat 03;wonder;627;138;HYRULE_CASTLE;wonder;All;0;oot
0x00023;HYRULE_CASTLE;Moat 4;OOT Hyrule Castle Wonder Item Moat 04;wonder;629;175;HYRULE_CASTLE;wonder;All;0;oot
0x00024;HYRULE_CASTLE;Moat 5;OOT Hyrule Castle Wonder Item Moat 05;wonder;644;216;HYRULE_CASTLE;wonder;All;0;oot
0x00025;HYRULE_CASTLE;Moat 6;OOT Hyrule Castle Wonder Item Moat 06;wonder;647;265;HYRULE_CASTLE;wonder;All;0;oot
0x00026;HYRULE_CASTLE;Moat 7;OOT Hyrule Castle Wonder Item Moat 07;wonder;749;314;HYRULE_CASTLE;wonder;All;0;oot
0x00027;HYRULE_CASTLE;Moat 8;OOT Hyrule Castle Wonder Item Moat 08;wonder;695;320;HYRULE_CASTLE;wonder;All;0;oot
0x00028;HYRULE_CASTLE;Moat 9;OOT Hyrule Castle Wonder Item Moat 09;wonder;795;318;HYRULE_CASTLE;wonder;All;0;oot
0x00029;HYRULE_CASTLE;Moat 10;OOT Hyrule Castle Wonder Item Moat 10;wonder;894;313;HYRULE_CASTLE;wonder;All;0;oot
0x00033;HYRULE_CASTLE;Pack 1 - Butterfly 1;OOT Hyrule Castle Butterfly Pack 1 Butterfly 1;butterfly;293;310;HYRULE_CASTLE;butterfly;All;0;oot
0x10033;HYRULE_CASTLE;Pack 1 - Butterfly 2;OOT Hyrule Castle Butterfly Pack 1 Butterfly 2;butterfly;296;296;HYRULE_CASTLE;butterfly;All;0;oot
0x00034;HYRULE_CASTLE;Pack 2 - Butterfly 1;OOT Hyrule Castle Butterfly Pack 2 Butterfly 1;butterfly;377;516;HYRULE_CASTLE;butterfly;All;0;oot
0x10034;HYRULE_CASTLE;Pack 2 - Butterfly 2;OOT Hyrule Castle Butterfly Pack 2 Butterfly 2;butterfly;361;507;HYRULE_CASTLE;butterfly;All;0;oot
0x00035;HYRULE_CASTLE;Pack 3 - Butterfly 1;OOT Hyrule Castle Butterfly Pack 3 Butterfly 1;butterfly;435;229;HYRULE_CASTLE;butterfly;All;0;oot
0x10035;HYRULE_CASTLE;Pack 3 - Butterfly 2;OOT Hyrule Castle Butterfly Pack 3 Butterfly 2;butterfly;446;213;HYRULE_CASTLE;butterfly;All;0;oot
0x20035;HYRULE_CASTLE;Pack 3 - Butterfly 3;OOT Hyrule Castle Butterfly Pack 3 Butterfly 3;butterfly;465;203;HYRULE_CASTLE;butterfly;All;0;oot
0x00036;HYRULE_CASTLE;Pack 4 - Butterfly 1;OOT Hyrule Castle Butterfly Pack 4 Butterfly 1;butterfly;338;169;HYRULE_CASTLE;butterfly;All;0;oot
0x10036;HYRULE_CASTLE;Pack 4 - Butterfly 2;OOT Hyrule Castle Butterfly Pack 4 Butterfly 2;butterfly;324;159;HYRULE_CASTLE;butterfly;All;0;oot
0x20036;HYRULE_CASTLE;Pack 4 - Butterfly 3;OOT Hyrule Castle Butterfly Pack 4 Butterfly 3;butterfly;347;153;HYRULE_CASTLE;butterfly;All;0;oot
0x30036;HYRULE_CASTLE;Pack 4 - Butterfly 4;OOT Hyrule Castle Butterfly Pack 4 Butterfly 4;butterfly;331;143;HYRULE_CASTLE;butterfly;All;0;oot
0x40036;HYRULE_CASTLE;Pack 4 - Butterfly 5;OOT Hyrule Castle Butterfly Pack 4 Butterfly 5;butterfly;347;137;HYRULE_CASTLE;butterfly;All;0;oot
OCARINA_TIME_ITEM;HYRULE_FIELD;Ocarina of Time;OOT Hyrule Field Ocarina of Time;npc;793;155;HYRULE_FIELD;npc;Child;0;oot
OCARINA_TIME_SONG;HYRULE_FIELD;Song of Time;OOT Hyrule Field Song of Time;npc;777;155;HYRULE_FIELD;npc;Child;0;oot
MASK_SELL_BUNNY;HYRULE_FIELD;Bunny Mask;OOT Hyrule Field Sell Bunny Mask;npc;713;405;HYRULE_FIELD;npc;Child;0;oot
0x01;HYRULE_FIELD;Cow;OOT Hyrule Field Cow;cow;414;662;OOT_GROTTO_HYRULE_GERUDO;cow;All;0;oot
0x0003a;HYRULE_FIELD;Pack 1 - Bush 1;OOT Hyrule Field Grass Pack 1 Bush 01;grass;723;638;HYRULE_FIELD;grass;All;0;oot
0x1003a;HYRULE_FIELD;Pack 1 - Bush 2;OOT Hyrule Field Grass Pack 1 Bush 02;grass;716;620;HYRULE_FIELD;grass;All;0;oot
0x2003a;HYRULE_FIELD;Pack 1 - Bush 3;OOT Hyrule Field Grass Pack 1 Bush 03;grass;696;620;HYRULE_FIELD;grass;All;0;oot
0x3003a;HYRULE_FIELD;Pack 1 - Bush 4;OOT Hyrule Field Grass Pack 1 Bush 04;grass;688;638;HYRULE_FIELD;grass;All;0;oot
0x4003a;HYRULE_FIELD;Pack 1 - Bush 5;OOT Hyrule Field Grass Pack 1 Bush 05;grass;706;636;HYRULE_FIELD;grass;All;0;oot
0x5003a;HYRULE_FIELD;Pack 1 - Bush 6;OOT Hyrule Field Grass Pack 1 Bush 06;grass;722;628;HYRULE_FIELD;grass;All;0;oot
0x6003a;HYRULE_FIELD;Pack 1 - Bush 7;OOT Hyrule Field Grass Pack 1 Bush 07;grass;706;618;HYRULE_FIELD;grass;All;0;oot
0x7003a;HYRULE_FIELD;Pack 1 - Bush 8;OOT Hyrule Field Grass Pack 1 Bush 08;grass;690;628;HYRULE_FIELD;grass;All;0;oot
0x8003a;HYRULE_FIELD;Pack 1 - Bush 9;OOT Hyrule Field Grass Pack 1 Bush 09;grass;693;647;HYRULE_FIELD;grass;All;0;oot
0x9003a;HYRULE_FIELD;Pack 1 - Bush 10;OOT Hyrule Field Grass Pack 1 Bush 10;grass;701;653;HYRULE_FIELD;grass;All;0;oot
0xa003a;HYRULE_FIELD;Pack 1 - Bush 11;OOT Hyrule Field Grass Pack 1 Bush 11;grass;711;654;HYRULE_FIELD;grass;All;0;oot
0xb003a;HYRULE_FIELD;Pack 1 - Bush 12;OOT Hyrule Field Grass Pack 1 Bush 12;grass;720;648;HYRULE_FIELD;grass;All;0;oot
0x0003b;HYRULE_FIELD;Pack 2 - Bush 1;OOT Hyrule Field Grass Pack 2 Bush 01;grass;752;710;HYRULE_FIELD;grass;All;0;oot
0x1003b;HYRULE_FIELD;Pack 2 - Bush 2;OOT Hyrule Field Grass Pack 2 Bush 02;grass;745;692;HYRULE_FIELD;grass;All;0;oot
0x2003b;HYRULE_FIELD;Pack 2 - Bush 3;OOT Hyrule Field Grass Pack 2 Bush 03;grass;725;692;HYRULE_FIELD;grass;All;0;oot
0x3003b;HYRULE_FIELD;Pack 2 - Bush 4;OOT Hyrule Field Grass Pack 2 Bush 04;grass;717;710;HYRULE_FIELD;grass;All;0;oot
0x4003b;HYRULE_FIELD;Pack 2 - Bush 5;OOT Hyrule Field Grass Pack 2 Bush 05;grass;735;708;HYRULE_FIELD;grass;All;0;oot
0x5003b;HYRULE_FIELD;Pack 2 - Bush 6;OOT Hyrule Field Grass Pack 2 Bush 06;grass;751;700;HYRULE_FIELD;grass;All;0;oot
0x6003b;HYRULE_FIELD;Pack 2 - Bush 7;OOT Hyrule Field Grass Pack 2 Bush 07;grass;735;690;HYRULE_FIELD;grass;All;0;oot
0x7003b;HYRULE_FIELD;Pack 2 - Bush 8;OOT Hyrule Field Grass Pack 2 Bush 08;grass;719;700;HYRULE_FIELD;grass;All;0;oot
0x8003b;HYRULE_FIELD;Pack 2 - Bush 9;OOT Hyrule Field Grass Pack 2 Bush 09;grass;722;719;HYRULE_FIELD;grass;All;0;oot
0x9003b;HYRULE_FIELD;Pack 2 - Bush 10;OOT Hyrule Field Grass Pack 2 Bush 10;grass;730;725;HYRULE_FIELD;grass;All;0;oot
