id;scene;friendly_name;location;type;x;y;z;renderscene;rendertype;context;room;game;requierements;tooltip
0x14;GROTTOS;Chest;MM Ikana Valley Grotto;chest;231;410;0;MM_GROTTO_IKANA_VALLEY_OPEN;chest;All;0;mm;;
0x03400;GROTTOS;Grass 1;MM Ikana Valley Grotto Grass 01;grass;612;542;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03401;GROTTOS;Grass 2;MM Ikana Valley Grotto Grass 02;grass;371;494;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03402;GROTTOS;Grass 3;MM Ikana Valley Grotto Grass 03;grass;281;467;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03403;GROTTOS;Grass 4;MM Ikana Valley Grotto Grass 04;grass;339;480;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03405;GROTTOS;Grass 5;MM Ikana Valley Grotto Grass 05;grass;294;449;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03406;GROTTOS;Grass 6;MM Ikana Valley Grotto Grass 06;grass;270;444;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x0340a;GROTTOS;Grass 7;MM Ikana Valley Grotto Grass 07;grass;699;497;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x0340b;GROTTOS;Grass 8;MM Ikana Valley Grotto Grass 08;grass;390;431;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x0340c;GROTTOS;Grass 9;MM Ikana Valley Grotto Grass 09;grass;556;453;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x0340e;GROTTOS;Grass 10;MM Ikana Valley Grotto Grass 10;grass;651;467;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03410;GROTTOS;Grass 11;MM Ikana Valley Grotto Grass 11;grass;255;388;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03411;GROTTOS;Grass 12;MM Ikana Valley Grotto Grass 12;grass;382;418;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03412;GROTTOS;Grass 13;MM Ikana Valley Grotto Grass 13;grass;583;448;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x03413;GROTTOS;Grass 14;MM Ikana Valley Grotto Grass 14;grass;418;418;0;MM_GROTTO_IKANA_VALLEY_OPEN;grass;All;0;mm;;
0x06;GROTTOS;Boulder;MM Lone Peak Shrine Boulder Chest;chest;320;429;0;LONE_PEAK;chest;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM) / Goron Mask (MM) / Megaton Hammer (MM);Explode the rock to reveal the chest
0x00500;GROTTOS;Pack 1 - Grass 1;MM Lone Peak Shrine Grass Pack 1 Grass 01;grass;554;427;0;LONE_PEAK;grass;All;0;mm;;
0x10500;GROTTOS;Pack 1 - Grass 2;MM Lone Peak Shrine Grass Pack 1 Grass 02;grass;577;442;0;LONE_PEAK;grass;All;0;mm;;
0x20500;GROTTOS;Pack 1 - Grass 3;MM Lone Peak Shrine Grass Pack 1 Grass 03;grass;575;471;0;LONE_PEAK;grass;All;0;mm;;
0x30500;GROTTOS;Pack 1 - Grass 4;MM Lone Peak Shrine Grass Pack 1 Grass 04;grass;546;478;0;LONE_PEAK;grass;All;0;mm;;
0x40500;GROTTOS;Pack 1 - Grass 5;MM Lone Peak Shrine Grass Pack 1 Grass 05;grass;554;453;0;LONE_PEAK;grass;All;0;mm;;
0x50500;GROTTOS;Pack 1 - Grass 6;MM Lone Peak Shrine Grass Pack 1 Grass 06;grass;568;430;0;LONE_PEAK;grass;All;0;mm;;
0x60500;GROTTOS;Pack 1 - Grass 7;MM Lone Peak Shrine Grass Pack 1 Grass 07;grass;579;456;0;LONE_PEAK;grass;All;0;mm;;
0x70500;GROTTOS;Pack 1 - Grass 8;MM Lone Peak Shrine Grass Pack 1 Grass 08;grass;562;479;0;LONE_PEAK;grass;All;0;mm;;
0x80500;GROTTOS;Pack 1 - Grass 9;MM Lone Peak Shrine Grass Pack 1 Grass 09;grass;535;469;0;LONE_PEAK;grass;All;0;mm;;
0x90500;GROTTOS;Pack 1 - Grass 10;MM Lone Peak Shrine Grass Pack 1 Grass 10;grass;528;456;0;LONE_PEAK;grass;All;0;mm;;
0xa0500;GROTTOS;Pack 1 - Grass 11;MM Lone Peak Shrine Grass Pack 1 Grass 11;grass;531;442;0;LONE_PEAK;grass;All;0;mm;;
0xb0500;GROTTOS;Pack 1 - Grass 12;MM Lone Peak Shrine Grass Pack 1 Grass 12;grass;539;430;0;LONE_PEAK;grass;All;0;mm;;
0x00502;GROTTOS;Pack 2 - Grass 1;MM Lone Peak Shrine Grass Pack 2 Grass 01;grass;436;269;0;LONE_PEAK;grass;All;0;mm;;
0x10502;GROTTOS;Pack 2 - Grass 2;MM Lone Peak Shrine Grass Pack 2 Grass 02;grass;459;284;0;LONE_PEAK;grass;All;0;mm;;
0x20502;GROTTOS;Pack 2 - Grass 3;MM Lone Peak Shrine Grass Pack 2 Grass 03;grass;457;313;0;LONE_PEAK;grass;All;0;mm;;
0x30502;GROTTOS;Pack 2 - Grass 4;MM Lone Peak Shrine Grass Pack 2 Grass 04;grass;428;320;0;LONE_PEAK;grass;All;0;mm;;
0x40502;GROTTOS;Pack 2 - Grass 5;MM Lone Peak Shrine Grass Pack 2 Grass 05;grass;436;295;0;LONE_PEAK;grass;All;0;mm;;
0x50502;GROTTOS;Pack 2 - Grass 6;MM Lone Peak Shrine Grass Pack 2 Grass 06;grass;450;272;0;LONE_PEAK;grass;All;0;mm;;
0x60502;GROTTOS;Pack 2 - Grass 7;MM Lone Peak Shrine Grass Pack 2 Grass 07;grass;461;298;0;LONE_PEAK;grass;All;0;mm;;
0x70502;GROTTOS;Pack 2 - Grass 8;MM Lone Peak Shrine Grass Pack 2 Grass 08;grass;444;321;0;LONE_PEAK;grass;All;0;mm;;
0x80502;GROTTOS;Pack 2 - Grass 9;MM Lone Peak Shrine Grass Pack 2 Grass 09;grass;417;311;0;LONE_PEAK;grass;All;0;mm;;
0x90502;GROTTOS;Pack 2 - Grass 10;MM Lone Peak Shrine Grass Pack 2 Grass 10;grass;410;298;0;LONE_PEAK;grass;All;0;mm;;
0xa0502;GROTTOS;Pack 2 - Grass 11;MM Lone Peak Shrine Grass Pack 2 Grass 11;grass;413;284;0;LONE_PEAK;grass;All;0;mm;;
0xb0502;GROTTOS;Pack 2 - Grass 12;MM Lone Peak Shrine Grass Pack 2 Grass 12;grass;421;272;0;LONE_PEAK;grass;All;0;mm;;
0x03;GROTTOS;Invisible;MM Lone Peak Shrine Invisible Chest;chest;501;237;0;LONE_PEAK;chest;All;0;mm;;Continue straight forward the <b>Lens of Truth</b> to find it. Having the <b>Lens of Truth</b> is not required
0x01;GROTTOS;Lens of Truth;MM Lone Peak Shrine Lens Chest;chest;507;346;0;LONE_PEAK;chest;All;0;mm;;
0x1b;GROTTOS;Chest;MM Mountain Village Tunnel Grotto;chest;231;410;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;chest;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b00;GROTTOS;Grass 1;MM Mountain Village Tunnel Grotto Grass 01;grass;612;542;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b01;GROTTOS;Grass 2;MM Mountain Village Tunnel Grotto Grass 02;grass;371;494;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b02;GROTTOS;Grass 3;MM Mountain Village Tunnel Grotto Grass 03;grass;281;467;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b03;GROTTOS;Grass 4;MM Mountain Village Tunnel Grotto Grass 04;grass;339;480;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b05;GROTTOS;Grass 5;MM Mountain Village Tunnel Grotto Grass 05;grass;294;449;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b06;GROTTOS;Grass 6;MM Mountain Village Tunnel Grotto Grass 06;grass;270;444;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b0a;GROTTOS;Grass 7;MM Mountain Village Tunnel Grotto Grass 07;grass;699;497;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b0b;GROTTOS;Grass 8;MM Mountain Village Tunnel Grotto Grass 08;grass;390;431;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b0c;GROTTOS;Grass 9;MM Mountain Village Tunnel Grotto Grass 09;grass;556;453;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b0e;GROTTOS;Grass 10;MM Mountain Village Tunnel Grotto Grass 10;grass;651;467;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b10;GROTTOS;Grass 11;MM Mountain Village Tunnel Grotto Grass 11;grass;255;388;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b11;GROTTOS;Grass 12;MM Mountain Village Tunnel Grotto Grass 12;grass;382;418;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b12;GROTTOS;Grass 13;MM Mountain Village Tunnel Grotto Grass 13;grass;583;448;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x03b13;GROTTOS;Grass 14;MM Mountain Village Tunnel Grotto Grass 14;grass;418;418;0;MM_GROTTO_MOUNTAIN_VILLAGE_GENERIC;grass;All;0;mm;Soul of Goht;After defeating Goht you have access to the ramp where is located the grotto entrance
0x00002;GROTTOS;Butterfly 1;MM Ocean Gossip Grotto Butterfly 1;butterfly;282;425;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;butterfly;All;0;mm;Deku Stick (MM), Soul of Butterflies (MM);Pull out a deku stick near the butterfly
0x10002;GROTTOS;Butterfly 2;MM Ocean Gossip Grotto Butterfly 2;butterfly;307;422;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;butterfly;All;0;mm;Deku Stick (MM), Soul of Butterflies (MM);Pull out a deku stick near the butterfly
0x00001;GROTTOS;Grass 1;MM Ocean Gossip Grotto Grass 1;grass;397;416;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;grass;All;0;mm;;
0x00004;GROTTOS;Grass 2;MM Ocean Gossip Grotto Grass 2;grass;453;484;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;grass;All;0;mm;;
0x00006;GROTTOS;Grass 3;MM Ocean Gossip Grotto Grass 3;grass;540;480;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;grass;All;0;mm;;
0x00007;GROTTOS;Grass 4;MM Ocean Gossip Grotto Grass 4;grass;386;506;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;grass;All;0;mm;;
0x00008;GROTTOS;Grass 5;MM Ocean Gossip Grotto Grass 5;grass;333;544;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;grass;All;0;mm;;
0x00000;GROTTOS;Hive;MM Ocean Gossip Grotto Hive;hive;581;227;0;MM_GROTTO_TERMINA_OCEAN_GOSSIP;hive;All;0;mm;Bow (MM) / Hookshot (MM);Shoot the hive to get the item
0x13;GROTTOS;Chest;MM Path to Snowhead Grotto;chest;231;410;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;chest;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03300;GROTTOS;Grass 1;MM Path to Snowhead Grotto Grass 01;grass;612;542;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03301;GROTTOS;Grass 2;MM Path to Snowhead Grotto Grass 02;grass;371;494;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03302;GROTTOS;Grass 3;MM Path to Snowhead Grotto Grass 03;grass;281;467;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03303;GROTTOS;Grass 4;MM Path to Snowhead Grotto Grass 04;grass;339;480;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03305;GROTTOS;Grass 5;MM Path to Snowhead Grotto Grass 05;grass;294;449;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03306;GROTTOS;Grass 6;MM Path to Snowhead Grotto Grass 06;grass;270;444;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x0330a;GROTTOS;Grass 7;MM Path to Snowhead Grotto Grass 07;grass;699;497;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x0330b;GROTTOS;Grass 8;MM Path to Snowhead Grotto Grass 08;grass;390;431;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x0330c;GROTTOS;Grass 9;MM Path to Snowhead Grotto Grass 09;grass;556;453;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x0330e;GROTTOS;Grass 10;MM Path to Snowhead Grotto Grass 10;grass;651;467;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03310;GROTTOS;Grass 11;MM Path to Snowhead Grotto Grass 11;grass;255;388;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03311;GROTTOS;Grass 12;MM Path to Snowhead Grotto Grass 12;grass;382;418;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03312;GROTTOS;Grass 13;MM Path to Snowhead Grotto Grass 13;grass;583;448;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x03313;GROTTOS;Grass 14;MM Path to Snowhead Grotto Grass 14;grass;418;418;0;MM_GROTTO_PATH_TO_SNOWHEAD_GENERIC;grass;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM);
0x00d01;GROTTOS;Grass 1;MM Peahat Grotto Grass 01;grass;492;372;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x10d01;GROTTOS;Grass 2;MM Peahat Grotto Grass 02;grass;475;395;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x20d01;GROTTOS;Grass 3;MM Peahat Grotto Grass 03;grass;448;385;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x30d01;GROTTOS;Grass 4;MM Peahat Grotto Grass 04;grass;444;358;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x40d01;GROTTOS;Grass 5;MM Peahat Grotto Grass 05;grass;467;369;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x50d01;GROTTOS;Grass 6;MM Peahat Grotto Grass 06;grass;488;387;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x60d01;GROTTOS;Grass 7;MM Peahat Grotto Grass 07;grass;459;394;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x70d01;GROTTOS;Grass 8;MM Peahat Grotto Grass 08;grass;441;372;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x80d01;GROTTOS;Grass 9;MM Peahat Grotto Grass 09;grass;452;346;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x90d01;GROTTOS;Grass 10;MM Peahat Grotto Grass 10;grass;467;343;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0xa0d01;GROTTOS;Grass 11;MM Peahat Grotto Grass 11;grass;481;346;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0xb0d01;GROTTOS;Grass 12;MM Peahat Grotto Grass 12;grass;490;358;0;MM_GROTTO_TERMINA_PEEHAT;grass;All;0;mm;;
0x16;GROTTOS;Chest;MM Road to Ikana Grotto;chest;231;410;0;MM_GROTTO_IKANA_ROAD_GENERIC;chest;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03600;GROTTOS;Grass 1;MM Road to Ikana Grotto Grass 01;grass;612;542;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03601;GROTTOS;Grass 2;MM Road to Ikana Grotto Grass 02;grass;371;494;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03602;GROTTOS;Grass 3;MM Road to Ikana Grotto Grass 03;grass;281;467;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03603;GROTTOS;Grass 4;MM Road to Ikana Grotto Grass 04;grass;339;480;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03605;GROTTOS;Grass 5;MM Road to Ikana Grotto Grass 05;grass;294;449;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03606;GROTTOS;Grass 6;MM Road to Ikana Grotto Grass 06;grass;270;444;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x0360a;GROTTOS;Grass 7;MM Road to Ikana Grotto Grass 07;grass;699;497;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x0360b;GROTTOS;Grass 8;MM Road to Ikana Grotto Grass 08;grass;390;431;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x0360c;GROTTOS;Grass 9;MM Road to Ikana Grotto Grass 09;grass;556;453;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x0360e;GROTTOS;Grass 10;MM Road to Ikana Grotto Grass 10;grass;651;467;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03610;GROTTOS;Grass 11;MM Road to Ikana Grotto Grass 11;grass;255;388;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03611;GROTTOS;Grass 12;MM Road to Ikana Grotto Grass 12;grass;382;418;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03612;GROTTOS;Grass 13;MM Road to Ikana Grotto Grass 13;grass;583;448;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x03613;GROTTOS;Grass 14;MM Road to Ikana Grotto Grass 14;grass;418;418;0;MM_GROTTO_IKANA_ROAD_GENERIC;grass;All;0;mm;Goron Mask (MM) / Megaton Hammer (MM);
0x1e;GROTTOS;Chest;MM Road to Southern Swamp Grotto;chest;231;410;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;chest;All;0;mm;;
0x03e00;GROTTOS;Grass 1;MM Road to Southern Swamp Grotto Grass 01;grass;612;542;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e01;GROTTOS;Grass 2;MM Road to Southern Swamp Grotto Grass 02;grass;371;494;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e02;GROTTOS;Grass 3;MM Road to Southern Swamp Grotto Grass 03;grass;281;467;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e03;GROTTOS;Grass 4;MM Road to Southern Swamp Grotto Grass 04;grass;339;480;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e05;GROTTOS;Grass 5;MM Road to Southern Swamp Grotto Grass 05;grass;294;449;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e06;GROTTOS;Grass 6;MM Road to Southern Swamp Grotto Grass 06;grass;270;444;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e0a;GROTTOS;Grass 7;MM Road to Southern Swamp Grotto Grass 07;grass;699;497;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e0b;GROTTOS;Grass 8;MM Road to Southern Swamp Grotto Grass 08;grass;390;431;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e0c;GROTTOS;Grass 9;MM Road to Southern Swamp Grotto Grass 09;grass;556;453;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e0e;GROTTOS;Grass 10;MM Road to Southern Swamp Grotto Grass 10;grass;651;467;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e10;GROTTOS;Grass 11;MM Road to Southern Swamp Grotto Grass 11;grass;255;388;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e11;GROTTOS;Grass 12;MM Road to Southern Swamp Grotto Grass 12;grass;382;418;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e12;GROTTOS;Grass 13;MM Road to Southern Swamp Grotto Grass 13;grass;583;448;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x03e13;GROTTOS;Grass 14;MM Road to Southern Swamp Grotto Grass 14;grass;418;418;0;MM_GROTTO_SOUTHERN_SWAMP_ROAD_OPEN;grass;All;0;mm;;
0x1d;GROTTOS;Chest;MM Southern Swamp Grotto;chest;231;410;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;chest;All;0;mm;;
0x03d00;GROTTOS;Grass 1;MM Southern Swamp Grotto Grass 01;grass;612;542;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d01;GROTTOS;Grass 2;MM Southern Swamp Grotto Grass 02;grass;371;494;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d02;GROTTOS;Grass 3;MM Southern Swamp Grotto Grass 03;grass;281;467;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d03;GROTTOS;Grass 4;MM Southern Swamp Grotto Grass 04;grass;339;480;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d05;GROTTOS;Grass 5;MM Southern Swamp Grotto Grass 05;grass;294;449;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d06;GROTTOS;Grass 6;MM Southern Swamp Grotto Grass 06;grass;270;444;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d0a;GROTTOS;Grass 7;MM Southern Swamp Grotto Grass 07;grass;699;497;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d0b;GROTTOS;Grass 8;MM Southern Swamp Grotto Grass 08;grass;390;431;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d0c;GROTTOS;Grass 9;MM Southern Swamp Grotto Grass 09;grass;556;453;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d0e;GROTTOS;Grass 10;MM Southern Swamp Grotto Grass 10;grass;651;467;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d10;GROTTOS;Grass 11;MM Southern Swamp Grotto Grass 11;grass;255;388;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d11;GROTTOS;Grass 12;MM Southern Swamp Grotto Grass 12;grass;382;418;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d12;GROTTOS;Grass 13;MM Southern Swamp Grotto Grass 13;grass;583;448;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x03d13;GROTTOS;Grass 14;MM Southern Swamp Grotto Grass 14;grass;418;418;0;MM_GROTTO_SOUTHERN_SWAMP_OPEN;grass;All;0;mm;;
0x02;GROTTOS;Heart Piece;MM Termina Field Bio Baba Grotto;collectible;235;140;0;MM_GROTTO_TERMINA_BIO_BABA;collectible;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM) / Goron Mask (MM) / Megaton Hammer (MM), Bow (MM) / Hookshot (MM), Zora Mask (MM) / Iron Boots (MM) / Golden Scale (MM);Shoot the hive and go underwater to get the item
0x00b0a;GROTTOS;Left;MM Termina Field Bio Baba Grotto Hive Left;hive;266;143;0;MM_GROTTO_TERMINA_BIO_BABA;hive;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM) / Goron Mask (MM) / Megaton Hammer (MM), Bow (MM) / Hookshot (MM), Zora Mask (MM) / Iron Boots (MM) / Golden Scale (MM);Shoot the hive and go underwater to get the item
0x00b09;GROTTOS;Middle;MM Termina Field Bio Baba Grotto Hive Middle;hive;152;168;0;MM_GROTTO_TERMINA_BIO_BABA;hive;All;0;mm;Bomb (MM) / Bombchu (MM) / Blast Mask (MM) / Goron Mask (MM) / Megaton Hammer (MM), Bow (MM) / Hookshot (MM), Zora Mask (MM) / Iron Boots (MM) / Golden Scale (MM);Shoot the hive and go underwater to get the item
