Deku Nut Upgrade (MM);nut_upgrade_1
Second Deku Nut Upgrade (MM);nut_upgrade_2
Stone of Agony (MM);agony
Ruto's Letter;ruto
Bottle of Blue Fire (MM);blue_fire
Blue Fire (MM);blue_fire
Majora's Mask (MM);mask
Sold Out;none
Nothing;none
MM Scoop;none
