Region_Name;Code_Name;From_ID;To_ID;From_Scene;To_Scene;From_Name;To_Name;Type;In_X;In_Y;In_Z;Out_X;Out_Y;Out_Z;Arrow_Rot;Active_Layout
Goron_City;OOT_GROTTO_EXIT_SCRUBS3_GORON_CITY;OOT_GROTTO_SCRUBS3_GORON_CITY_ENTR;0x1113;OOT_GROTTO_GORON_CITY_SCRUBS;OOT_GORON_CITY;Open Grotto;Goron City;Normal;0;0;0;0;0;0;0;all
Goron_City;OOT_GORON_CITY_ENTR;OOT_DEATH_MOUNTAIN_FROM_GORON_CITY_ENTR;0x14d;OOT_DEATH_MOUNTAIN_TRAIL;OOT_GORON_CITY;Death Mountain Trail;Goron City;Normal;0;0;0;0;0;0;0;all
Goron_City;OOT_GORON_CITY_FROM_CRATER_ENTR;OOT_CRATER_FROM_GORON_CITY_ENTR;0x1c1;OOT_DEATH_MOUNTAIN_CRATER;OOT_GORON_CITY;Death Mountain Crater;Goron City;Normal;0;0;0;0;0;0;0;all
Goron_City;OOT_GORON_CITY_FROM_SHOP_ENTR;OOT_SHOP_GORON_ENTR;0x3fc;OOT_GORON_SHOP;OOT_GORON_CITY;Goron Shop;Goron City;Normal;0;0;0;0;0;0;0;all
Goron_City;OOT_GORON_CITY_FROM_LOST_WOODS_ENTR;OOT_LOST_WOODS_FROM_GORON_CITY_ENTR;0x4e2;OOT_LOST_WOODS;OOT_GORON_CITY;Lost Woods;Goron City;Normal;0;0;0;0;0;0;0;all
Goron_City;OOT_SHOP_GORON_ENTR;OOT_GORON_CITY_FROM_SHOP_ENTR;0x37c;OOT_GORON_CITY;OOT_GORON_SHOP;Goron City;Goron Shop;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_SHOP_GRANNY_ENTR;OOT_KAKARIKO_FROM_GRANNY_ENTR;0x072;OOT_KAKARIKO_VILLAGE;OOT_GRANNY_POTION_SHOP;Kakariko;Granny Potion Shop;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVEYARD_ENTR;OOT_KAKARIKO_FROM_GRAVEYARD_ENTR;0x0e4;OOT_KAKARIKO_VILLAGE;OOT_GRAVEYARD;Kakariko;Graveyard;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVEYARD_FROM_TEMPLE_SHADOW_ENTR;OOT_TEMPLE_SHADOW_ENTR;0x205;OOT_TEMPLE_SHADOW;OOT_GRAVEYARD;Shadow Temple;Graveyard;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVEYARD_FROM_DAMPE_ENTR;OOT_HOUSE_DAMPE_ENTR;0x355;OOT_DAMPE_HOUSE;OOT_GRAVEYARD;Dampe's House;Graveyard;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_EXIT_DAMPE;OOT_GRAVE_DAMPE_ENTR;0x359;OOT_TOMB_DAMPE_WINDMILL;OOT_GRAVEYARD;Dampe's Tomb;Graveyard;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_EXIT_SHIELD;OOT_GRAVE_SHIELD_ENTR;0x35d;OOT_TOMB_FAIRY;OOT_GRAVEYARD;Fairy Fountain Tomb;Graveyard;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_EXIT_REDEAD;OOT_GRAVE_REDEAD_ENTR;0x361;OOT_TOMB_REDEAD;OOT_GRAVEYARD;Redead Tomb;Graveyard;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_GRAVE_EXIT_ROYAL;OOT_GRAVE_ROYAL_ENTR;0x50b;OOT_TOMB_ROYAL;OOT_GRAVEYARD;Royal Family Tomb;Graveyard;Normal;0;0;0;0;0;0;0;all
Graveyard;OOT_WARP_SONG_GRAVE_ENTR;OOT_NOCTURNE_OF_SHADOW_SONG;0x568;OOT_SONGS;OOT_GRAVEYARD;Nocturne of Shadow;Graveyard - Warp Song;One_Way_In;0;0;0;-1;-1;-1;0;all
Death_Mountain_Trail;OOT_FAIRY_MAGIC_ENTR;OOT_DEATH_MOUNTAIN_FROM_FAIRY_ENTR;0x315;OOT_DEATH_MOUNTAIN_TRAIL;OOT_GREAT_FAIRY_MAGIC;Death Mountain Trail;Magic Upgrade Fountain;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_FAIRY_FARORE_ENTR;OOT_ZORA_FOUNTAIN_FROM_FAIRY_ENTR;0x371;OOT_ZORA_FOUNTAIN;OOT_GREAT_FAIRY_FARORE;Zora Fountain;Farore's Wind Fountain;Normal;0;0;0;0;0;0;0;all
Death_Mountain_Crater;OOT_FAIRY_MAGIC2_ENTR;OOT_DEATH_CRATER_FROM_FAIRY_ENTR;0x4be;OOT_DEATH_MOUNTAIN_CRATER;OOT_GREAT_FAIRY_MAGIC2;Death Mountain Crater;Large Magic Upgrade Fountain;Normal;0;0;0;0;0;0;0;all
Castle;OOT_FAIRY_DEFENSE_ENTR;OOT_OUTSIDE_GANON_FROM_FAIRY_ENTR;0x4c2;OOT_GANON_CASTLE_EXTERIOR;OOT_GREAT_FAIRY_DEFENSE;Ganon Castle Exterior;Defense Upgrade Fountain;Normal;0;0;0;0;0;0;0;all
Castle;OOT_FAIRY_DIN_ENTR;OOT_HYRULE_CASTLE_FROM_FAIRY_ENTR;0x578;OOT_HYRULE_CASTLE;OOT_GREAT_FAIRY_CASTLE;Hyrule Castle;Din's Fire Fountain;Normal;0;0;0;0;0;0;0;all
Desert_Colossus;OOT_FAIRY_NAYRU_ENTR;OOT_DESERT_COLOSSUS_FROM_FAIRY_ENTR;0x588;OOT_DESERT_COLOSSUS;OOT_GREAT_FAIRY_NAYRU;Desert Colossus;Nayru's Love Fountain;Normal;0;0;0;0;0;0;0;all
Castle;OOT_GROTTO_CASTLE_ENTR;OOT_GROTTO_EXIT_CASTLE;0x5b8;OOT_HYRULE_CASTLE;OOT_GROTTO_CASTLE_STORMS;Hyrule Castle;Storms Grotto;Normal;0;0;0;0;0;0;0;all
Death_Mountain_Crater;OOT_GROTTO_GENERIC_DMC_ENTR;OOT_GROTTO_EXIT_GENERIC_DMC;0x1004;OOT_DEATH_MOUNTAIN_CRATER;OOT_GROTTO_DEATH_CRATER_GENERIC;Death Mountain Crater;Boulder Grotto;Normal;0;0;0;0;0;0;0;all
Death_Mountain_Crater;OOT_GROTTO_SCRUBS3_DMC_ENTR;OOT_GROTTO_EXIT_SCRUBS3_DMC;0x1014;OOT_DEATH_MOUNTAIN_CRATER;OOT_GROTTO_DEATH_CRATER_SCRUBS;Death Mountain Crater;Red Boulder Grotto;Normal;0;0;0;0;0;0;0;all
Death_Mountain_Trail;OOT_GROTTO_TRAIL_COW_ENTR;OOT_GROTTO_EXIT_TRAIL_COW;0x5fc;OOT_DEATH_MOUNTAIN_TRAIL;OOT_GROTTO_DEATH_TRIAL_COW;Death Mountain Trail;Cow Grotto;Normal;0;0;0;0;0;0;0;all
Death_Mountain_Trail;OOT_GROTTO_GENERIC_DMT_ENTR;OOT_GROTTO_EXIT_GENERIC_DMT;0x1003;OOT_DEATH_MOUNTAIN_TRAIL;OOT_GROTTO_DEATH_TRIAL_STORMS;Death Mountain Trail;Storms Grotto;Normal;0;0;0;0;0;0;0;all
Desert_Colossus;OOT_GROTTO_SCRUBS2_COLOSSUS_ENTR;OOT_GROTTO_EXIT_SCRUBS2_COLOSSUS;0x1011;OOT_DESERT_COLOSSUS;OOT_GROTTO_DESERT_SCRUBS;Desert Colossus;Silver Boulder Grotto;Normal;0;0;0;0;0;0;0;all
Goron_City;OOT_GROTTO_SCRUBS3_GORON_CITY_ENTR;OOT_GROTTO_EXIT_SCRUBS3_GORON_CITY;0x1013;OOT_GORON_CITY;OOT_GROTTO_GORON_CITY_SCRUBS;Goron City;Open Grotto;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_FIELD_COW_ENTR;OOT_GROTTO_EXIT_FIELD_COW;0x5a8;OOT_HYRULE_FIELD;OOT_GROTTO_HYRULE_GERUDO;Hyrule Field;Grotto Near Gerudo Valley;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_FIELD_TREE_ENTR;OOT_GROTTO_EXIT_FIELD_TREE;0x598;OOT_HYRULE_FIELD;OOT_GROTTO_HYRULE_KAKARIKO;Hyrule Field;Tree Grotto Near Kakariko;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_GENERIC_HF_MARKET_ENTR;OOT_GROTTO_EXIT_GENERIC_HF_MARKET;0x1008;OOT_HYRULE_FIELD;OOT_GROTTO_HYRULE_MARKET;Hyrule Field;Near Market Grotto;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_GENERIC_HF_OPEN_ENTR;OOT_GROTTO_EXIT_GENERIC_HF_OPEN;0x1007;OOT_HYRULE_FIELD;OOT_GROTTO_HYRULE_OPEN;Hyrule Field;Open Grotto;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_SCRUB_HEART_PIECE_ENTR;OOT_GROTTO_EXIT_SCRUB_HEART_PIECE;0x59c;OOT_HYRULE_FIELD;OOT_GROTTO_HYRULE_SCRUBS;Hyrule Field;Scrub Grotto;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_GENERIC_HF_SOUTHEAST_ENTR;OOT_GROTTO_EXIT_GENERIC_HF_SOUTHEAST;0x1006;OOT_HYRULE_FIELD;OOT_GROTTO_HYRULE_SE;Hyrule Field;Southeast Grotto;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_TEKTITE_ENTR;OOT_GROTTO_EXIT_TEKTITE;0x5c0;OOT_HYRULE_FIELD;OOT_GROTTO_HYRULE_TEKTITE;Hyrule Field;Tektite Grotto;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_GROTTO_GENERIC_KAKARIKO_ENTR;OOT_GROTTO_EXIT_GENERIC_KAKARIKO;0x1002;OOT_KAKARIKO_VILLAGE;OOT_GROTTO_KAKARIKO_OPEN;Kakariko;Open Grotto;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_GROTTO_REDEAD_ENTR;OOT_GROTTO_EXIT_REDEAD;0x5a0;OOT_KAKARIKO_VILLAGE;OOT_GROTTO_KAKARIKO_REDEAD;Kakariko;Redead Grotto;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_GROTTO_GENERIC_KOKIRI_FOREST_ENTR;OOT_GROTTO_EXIT_GENERIC_KOKIRI_FOREST;0x1000;OOT_KOKIRI_FOREST;OOT_GROTTO_KOKIRI_FOREST_STORMS;Kokiri Forest;Storms Grotto;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_GROTTO_SCRUBS3_LAKE_ENTR;OOT_GROTTO_EXIT_SCRUBS3_LAKE;0x1015;OOT_LAKE_HYLIA;OOT_GROTTO_LAKE_HYLIA_SCRUBS;Lake Hylia;Under Tomb Grotto;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_GROTTO_SCRUBS3_RANCH_ENTR;OOT_GROTTO_EXIT_SCRUBS3_RANCH;0x1012;OOT_LON_LON_RANCH;OOT_GROTTO_LON_LON_SCRUBS;Lon Lon's Ranch;Open Grotto;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_GROTTO_GENERIC_LOST_WOODS_ENTR;OOT_GROTTO_EXIT_GENERIC_LOST_WOODS;0x1001;OOT_LOST_WOODS;OOT_GROTTO_LOST_WOODS_GENERIC;Lost Woods;Boulder Grotto Near Goron City;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_GROTTO_SCRUB_UPGRADE_ENTR;OOT_GROTTO_EXIT_SCRUB_UPGRADE;0x5b0;OOT_LOST_WOODS;OOT_GROTTO_LOST_WOODS_SCRUB_UPGRADE;Lost Woods;Scrub Upgrade Grotto;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_GROTTO_DEKU_THEATER_ENTR;OOT_GROTTO_EXIT_DEKU_THEATER;0x5c4;OOT_LOST_WOODS;OOT_GROTTO_LOST_WOODS_THEATER;Lost Woods;Deku's Theater;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_GROTTO_SCRUBS2_SFM_ENTR;OOT_GROTTO_EXIT_SCRUBS2_SFM;0x100e;OOT_SACRED_FOREST_MEADOW;OOT_GROTTO_SACRED_MEADOW_STORMS;Sacred Forest Meadow;Storms Grotto;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_GROTTO_WOLFOS_ENTR;OOT_GROTTO_EXIT_WOLFOS;0x5b4;OOT_SACRED_FOREST_MEADOW;OOT_GROTTO_SACRED_MEADOW_WOLFOS;Sacred Forest Meadow;Wolfos Grotto;Normal;0;0;0;0;0;0;0;all
Gerudo_Valley;OOT_GROTTO_OCTOROK_ENTR;OOT_GROTTO_EXIT_OCTOROK;0x5ac;OOT_GERUDO_VALLEY;OOT_GROTTO_VALLEY_OCTOROK;Gerudo Valley;Octorok Grotto;Normal;0;0;0;0;0;0;0;all
Gerudo_Valley;OOT_GROTTO_SCRUBS2_VALLEY_ENTR;OOT_GROTTO_EXIT_SCRUBS2_VALLEY;0x1010;OOT_GERUDO_VALLEY;OOT_GROTTO_VALLEY_STORMS;Gerudo Valley;Storms Grotto;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_GROTTO_GENERIC_RIVER_ENTR;OOT_GROTTO_EXIT_GENERIC_RIVER;0x1005;OOT_ZORA_RIVER;OOT_GROTTO_ZORA_RIVER_GENERIC;Zora River;Open Grotto;Normal;0;0;0;0;0;0;0;all
Zora_River;OOT_GROTTO_SCRUBS2_RIVER_ENTR;OOT_GROTTO_EXIT_SCRUBS2_RIVER;0x100f;OOT_ZORA_RIVER;OOT_GROTTO_ZORA_RIVER_STORMS;Zora River;Storms Grotto;Normal;0;0;0;0;0;0;0;all
None;OOT_GROTTO_TYPE_GENERIC_ENTR;OOT_GROTTO_TYPE_GENERIC_ENTR;0x03f;OOT_GROTTOS;OOT_GROTTOS;;;None;-1;-1;-1;-1;-1;-1;0;all
None;OOT_GROTTO_TYPE_FAIRY_ENTR;OOT_GROTTO_TYPE_FAIRY_ENTR;0x36d;OOT_GROTTOS;OOT_GROTTOS;;;None;-1;-1;-1;-1;-1;-1;0;all
None;OOT_GROTTO_TYPE_SCRUB3_ENTR;OOT_GROTTO_TYPE_SCRUB3_ENTR;0x5a4;OOT_GROTTOS;OOT_GROTTOS;;;None;-1;-1;-1;-1;-1;-1;0;all
None;OOT_GROTTO_TYPE_SCRUB2_ENTR;OOT_GROTTO_TYPE_SCRUB2_ENTR;0x5bc;OOT_GROTTOS;OOT_GROTTOS;;;None;-1;-1;-1;-1;-1;-1;0;all
None;OOT_INTERNAL_EXIT_GROTTO_ENTR;OOT_INTERNAL_EXIT_GROTTO_ENTR;0x7fff;OOT_GROTTOS;OOT_GROTTOS;;;None;-1;-1;-1;-1;-1;-1;0;all
Market;OOT_HOUSE_POTS_ENTR;OOT_MARKET_ENTRANCE_FROM_POTS_ENTR;0x07e;OOT_MARKET_ENTRANCE;OOT_GUARD_HOUSE;Market Entrance;Pot House;Normal;0;0;0;0;0;0;0;all
Market;OOT_SHOP_MASKS_ENTR;OOT_MARKET_FROM_MASK_SHOP_ENTR;0x530;OOT_MARKET;OOT_HAPPY_MASK_SHOP;Market;Mask Shop;None;0;0;0;0;0;0;0;all
Desert_Colossus;OOT_WASTELAND_ENTR;OOT_FORTRESS_FROM_WASTELAND_ENTR;0x130;OOT_GERUDO_FORTRESS;OOT_HAUNTED_WASTELAND;Gerudo's Fortress;Haunted Wasteland;Normal;0;0;0;0;0;0;0;all
Desert_Colossus;OOT_WASTELAND_FROM_COLOSSUS_ENTR;OOT_COLOSSUS_ENTR;0x365;OOT_DESERT_COLOSSUS;OOT_HAUNTED_WASTELAND;Desert Colossus;Haunted Wasteland;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_HOUSE_SKULLTULA_ENTR;OOT_KAKARIKO_FROM_SKULLTULA_ENTR;0x550;OOT_KAKARIKO_VILLAGE;OOT_HOUSE_OF_SKULLTULA;Kakariko;House of Skulltula;Normal;0;0;0;0;0;0;0;all
Castle;OOT_GROTTO_EXIT_CASTLE;OOT_GROTTO_CASTLE_ENTR;0x111e;OOT_GROTTO_CASTLE_STORMS;OOT_HYRULE_CASTLE;Storms Grotto;Hyrule Castle;Normal;0;0;0;0;0;0;0;all
Castle;OOT_HYRULE_CASTLE_ENTR;OOT_MARKET_FROM_CASTLE_ENTR;0x138;OOT_MARKET;OOT_HYRULE_CASTLE;Market;Hyrule Castle;Normal;0;0;0;0;0;0;0;all
Castle;OOT_CASTLE_STEALTH_FROM_COURTYARD_ENTR;OOT_CASTLE_COURTYARD_ENTR;0x296;OOT_CASTLE_COURTYARD;OOT_HYRULE_CASTLE;Castle Courtyard;Hyrule Castle;Normal;0;0;0;0;0;0;0;all
Castle;OOT_HYRULE_CASTLE_FROM_FAIRY_ENTR;OOT_FAIRY_DIN_ENTR;0x340;OOT_GREAT_FAIRY_CASTLE;OOT_HYRULE_CASTLE;Din's Fire Fountain;Hyrule Castle;Normal;0;0;0;0;0;0;0;all
Castle;OOT_CASTLE_CAUGHT_ENTR;OOT_CASTLE_GATE_ENTR;0x47e;OOT_HYRULE_CASTLE;OOT_HYRULE_CASTLE;Gate;Hyrule Castle - Gate;One_Way_In;0;0;0;-1;-1;-1;0;all
Castle;OOT_CASTLE_GATE_ENTR;OOT_CASTLE_CAUGHT_ENTR;0x47e0;OOT_HYRULE_CASTLE;OOT_HYRULE_CASTLE;Caught;Hyrule Castle -> Caught;One_Way_Out;-1;-1;-1;0;0;0;0;all
Hyrule;OOT_HYRULE_END_FROM_END_ENTR;OOT_HYRULE_END_ENTR;0xcd;OOT_CUTSCENE_MAP;OOT_HYRULE_FIELD;End Credits;Hyrule Field - End Credits;None;-1;-1;-1;-1;-1;-1;0;all
Hyrule;OOT_GROTTO_EXIT_GENERIC_HF_SOUTHEAST;OOT_GROTTO_GENERIC_HF_SOUTHEAST_ENTR;0x1106;OOT_GROTTO_HYRULE_SE;OOT_HYRULE_FIELD;Southeast Grotto;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_EXIT_GENERIC_HF_OPEN;OOT_GROTTO_GENERIC_HF_OPEN_ENTR;0x1107;OOT_GROTTO_HYRULE_OPEN;OOT_HYRULE_FIELD;Open Grotto;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_EXIT_GENERIC_HF_MARKET;OOT_GROTTO_GENERIC_HF_MARKET_ENTR;0x1108;OOT_GROTTO_HYRULE_MARKET;OOT_HYRULE_FIELD;Near Market Grotto;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_EXIT_FAIRY_HF;OOT_GROTTO_FAIRY_HF_ENTR;0x110a;OOT_FAIRY_HYRULE;OOT_HYRULE_FIELD;Fairy Fountain Grotto;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_EXIT_SCRUB_HEART_PIECE;OOT_GROTTO_SCRUB_HEART_PIECE_ENTR;0x1117;OOT_GROTTO_HYRULE_SCRUBS;OOT_HYRULE_FIELD;Scrub Grotto;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_EXIT_TEKTITE;OOT_GROTTO_TEKTITE_ENTR;0x111a;OOT_GROTTO_HYRULE_TEKTITE;OOT_HYRULE_FIELD;Tektite Grotto;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_EXIT_FIELD_COW;OOT_GROTTO_FIELD_COW_ENTR;0x111b;OOT_GROTTO_HYRULE_GERUDO;OOT_HYRULE_FIELD;Grotto Near Gerudo Valley;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_GROTTO_EXIT_FIELD_TREE;OOT_GROTTO_FIELD_TREE_ENTR;0x111c;OOT_GROTTO_HYRULE_KAKARIKO;OOT_HYRULE_FIELD;Tree Grotto Near Kakariko;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_FROM_KAKARIKO_ENTR;OOT_KAKARIKO_FROM_FIELD_ENTR;0x17d;OOT_KAKARIKO_VILLAGE;OOT_HYRULE_FIELD;Kakariko;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_FROM_ZORA_RIVER_ENTR;OOT_ZORA_RIVER_FROM_FIELD_ENTR;0x181;OOT_ZORA_RIVER;OOT_HYRULE_FIELD;Zora River;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_FROM_LOST_WOODS_BRIDGE_ENTR;OOT_LOST_WOODS_BRIDGE_FROM_FIELD_ENTR;0x185;OOT_LOST_WOODS;OOT_HYRULE_FIELD;Lost Woods;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_FROM_LAKE_HYLIA_ENTR;OOT_LAKE_HYLIA_FROM_FIELD_ENTR;0x189;OOT_LAKE_HYLIA;OOT_HYRULE_FIELD;Lake Hylia;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_FROM_GERUDO_VALLEY_ENTR;OOT_GERUDO_VALLEY_FROM_FIELD_ENTR;0x18d;OOT_GERUDO_VALLEY;OOT_HYRULE_FIELD;Gerudo Valley;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_FROM_LON_LON_RANCH_ENTR;OOT_LON_LON_RANCH_FROM_FIELD_ENTR;0x1f9;OOT_LON_LON_RANCH;OOT_HYRULE_FIELD;Lon Lon's Ranch;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_FROM_MARKET_ENTRANCE_ENTR;OOT_MARKET_ENTRANCE_FROM_FIELD_ENTR;0x1fd;OOT_MARKET_ENTRANCE;OOT_HYRULE_FIELD;Market Entrance;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Hyrule;OOT_FIELD_OWL_ENTR;OOT_LAKE_OWL_ENTR;0x27e;OOT_LAKE_HYLIA;OOT_HYRULE_FIELD;Owl Drop;Hyrule Field - Owl Drop;One_Way_In;0;0;0;-1;-1;-1;0;all
Hyrule;OOT_FIELD_FROM_LON_LON_EPONA_JUMP_MIDDLE;OOT_LON_LON_EPONA_JUMP_MIDDLE;0x28a;OOT_LON_LON_RANCH;OOT_HYRULE_FIELD;Jump Middle Fence;Hyrule Field - Jump Middle Fence;One_Way_In;0;0;0;-1;-1;-1;0;all
Hyrule;OOT_FIELD_FROM_LON_LON_EPONA_JUMP_RIGHT;OOT_LON_LON_EPONA_JUMP_RIGHT;0x28e;OOT_LON_LON_RANCH;OOT_HYRULE_FIELD;Jump Right Fence;Hyrule Field - Jump Right Fence;One_Way_In;0;0;0;-1;-1;-1;0;all
Hyrule;OOT_FIELD_FROM_LON_LON_EPONA_JUMP_LEFT;OOT_LON_LON_EPONA_JUMP_LEFT;0x292;OOT_LON_LON_RANCH;OOT_HYRULE_FIELD;Jump Left Fence;Hyrule Field - Jump Left Fence;One_Way_In;0;0;0;-1;-1;-1;0;all
Hyrule;OOT_FIELD_FROM_ZORA_RIVER_WATER_ENTR;OOT_ZORA_RIVER_FROM_FIELD_WATER_ENTR;0x311;OOT_ZORA_RIVER;OOT_HYRULE_FIELD;Zora River Water;Hyrule Field;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_ICE_CAVERN_ENTR;OOT_ZORA_FOUNTAIN_FROM_ICE_CAVERN_ENTR;0x088;OOT_ZORA_FOUNTAIN;OOT_ICE_CAVERN;Zora Fountain;Ice Cavern;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_HOUSE_IMPA_ENTR;OOT_KAKARIKO_FROM_IMPA_ENTR;0x39c;OOT_KAKARIKO_VILLAGE;OOT_IMPA_HOUSE;Kakariko;Impa's House;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_HOUSE_IMPA_BACK_ENTR;OOT_KAKARIKO_FROM_IMPA_BACK_ENTR;0x5c8;OOT_KAKARIKO_VILLAGE;OOT_IMPA_HOUSE;Kakariko;Impa's House Back;Normal;0;0;0;0;0;0;0;all
Castle;OOT_GANON_CASTLE_ENTR;OOT_GANON_CASTLE_EXTERIOR_FROM_CASTLE_ENTR;0x467;OOT_GANON_CASTLE_EXTERIOR;OOT_INSIDE_GANON_CASTLE;Ganon Castle Exterior;Inside Ganon Castle;Normal;0;0;0;0;0;0;0;all
Castle;OOT_GANON_CASTLE_FROM_TOWER_ENTR;OOT_GANON_TOWER_ENTR;0x534;OOT_GANON_TOWER;OOT_INSIDE_GANON_CASTLE;Ganon Tower;Inside Ganon Castle;Normal;0;0;0;0;0;0;0;all
Castle;OOT_WALLMASTER_GANON_SPIRIT_ENTR;OOT_WALLMASTER_GANON_SPIRIT_ENTR;0xf1b;OOT_INSIDE_GANON_CASTLE;OOT_INSIDE_GANON_CASTLE;Wallmaster - Spirit Trial;Inside Ganon Castle;One_Way_Out;-1;-1;-1;0;0;0;0;all
Castle;OOT_WALLMASTER_GANON_LIGHT_ENTR;OOT_WALLMASTER_GANON_LIGHT_ENTR;0xf1c;OOT_INSIDE_GANON_CASTLE;OOT_INSIDE_GANON_CASTLE;Wallmaster - Light Trial;Inside Ganon Castle;One_Way_Out;-1;-1;-1;0;0;0;0;all
Zora_Fountain;OOT_JABU_JABU_ENTR;OOT_ZORA_FOUNTAIN_FROM_JABU_JABU_ENTR;0x028;OOT_ZORA_FOUNTAIN;OOT_INSIDE_JABU_JABU;Zora Fountain;Inside Jabu-Jabu;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_JABU_JABU_TO_BOSS_ENTR;OOT_BOSS_JABU_JABU_ENTR;0x3010;OOT_LAIR_BARINADE;OOT_INSIDE_JABU_JABU;Barinade's Lair;Inside Jabu-Jabu -> Barinade's Lair;One_Way_Out;-1;-1;-1;0;0;0;0;all
Kakariko;OOT_SHOP_POTION_KAKARIKO_ENTR;OOT_KAKARIKO_FROM_SHOP_POTION_ENTR;0x384;OOT_KAKARIKO_VILLAGE;OOT_KAKARIKO_POTION_SHOP;Kakariko;Potion Shop;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_SHOP_POTION_KAKARIKO_BACK_ENTR;OOT_KAKARIKO_FROM_SHOP_POTION_BACK_ENTR;0x3ec;OOT_KAKARIKO_VILLAGE;OOT_KAKARIKO_POTION_SHOP;Kakariko Shop Back;Potion Shop Back;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_FIELD_ENTR;OOT_FIELD_FROM_KAKARIKO_ENTR;0x0db;OOT_HYRULE_FIELD;OOT_KAKARIKO_VILLAGE;Hyrule Field;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_GROTTO_EXIT_GENERIC_KAKARIKO;OOT_GROTTO_GENERIC_KAKARIKO_ENTR;0x1102;OOT_GROTTO_KAKARIKO_OPEN;OOT_KAKARIKO_VILLAGE;Open Grotto;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_GROTTO_EXIT_REDEAD;OOT_GROTTO_REDEAD_ENTR;0x111f;OOT_GROTTO_KAKARIKO_REDEAD;OOT_KAKARIKO_VILLAGE;Redead Grotto;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_DEATH_MOUNTAIN_ENTR;OOT_DEATH_MOUNTAIN_FROM_KAKARIKO_ENTR;0x191;OOT_DEATH_MOUNTAIN_TRAIL;OOT_KAKARIKO_VILLAGE;Death Mountain Trail;Kakariko;Normal;0;0;0;0;0;0;0;all
